accuracy,control_task_accuracy,selectivity,chance,n_train,n_test,seed,probe,layer,model,set,condition
0.5416666666666666,0.0,0.5416666666666666,0.08333333333333333,216,72,9,logistic,8,M_injected,forget,M_injected:forget
0.4722222222222222,0.19444444444444445,0.2777777777777778,0.08333333333333333,216,72,10,logistic,8,M_injected,forget,M_injected:forget
0.5138888888888888,0.2361111111111111,0.27777777777777773,0.08333333333333333,216,72,11,logistic,8,M_injected,forget,M_injected:forget
0.5138888888888888,0.19444444444444445,0.3194444444444444,0.08333333333333333,216,72,12,logistic,8,M_injected,forget,M_injected:forget
0.5416666666666666,0.0,0.5416666666666666,0.08333333333333333,216,72,13,logistic,8,M_injected,forget,M_injected:forget
0.4027777777777778,0.0,0.4027777777777778,0.08333333333333333,216,72,14,logistic,8,M_injected,forget,M_injected:forget
0.4583333333333333,0.06944444444444445,0.38888888888888884,0.08333333333333333,216,72,15,logistic,8,M_injected,forget,M_injected:forget
0.6527777777777778,0.0,0.6527777777777778,0.08333333333333333,216,72,16,logistic,8,M_injected,forget,M_injected:forget
0.6805555555555556,0.027777777777777776,0.6527777777777778,0.08333333333333333,216,72,17,logistic,8,M_injected,forget,M_injected:forget
0.5555555555555556,0.0,0.5555555555555556,0.08333333333333333,216,72,18,logistic,8,M_injected,forget,M_injected:forget
0.4722222222222222,0.08333333333333333,0.3888888888888889,0.08333333333333333,216,72,19,logistic,8,M_injected,forget,M_injected:forget
0.8333333333333334,0.1527777777777778,0.6805555555555556,0.08333333333333333,216,72,0,logistic,9,M_injected,forget,M_injected:forget
0.875,0.0,0.875,0.08333333333333333,216,72,1,logistic,9,M_injected,forget,M_injected:forget
0.9027777777777778,0.08333333333333333,0.8194444444444444,0.08333333333333333,216,72,2,logistic,9,M_injected,forget,M_injected:forget
0.9583333333333334,0.0,0.9583333333333334,0.08333333333333333,216,72,3,logistic,9,M_injected,forget,M_injected:forget
0.9166666666666666,0.16666666666666666,0.75,0.08333333333333333,216,72,4,logistic,9,M_injected,forget,M_injected:forget
0.9166666666666666,0.0,0.9166666666666666,0.08333333333333333,216,72,5,logistic,9,M_injected,forget,M_injected:forget
0.75,0.0,0.75,0.08333333333333333,216,72,6,logistic,9,M_injected,forget,M_injected:forget
0.9166666666666666,0.1111111111111111,0.8055555555555556,0.08333333333333333,216,72,7,logistic,9,M_injected,forget,M_injected:forget
0.7638888888888888,0.1111111111111111,0.6527777777777777,0.08333333333333333,216,72,8,logistic,9,M_injected,forget,M_injected:forget
0.75,0.08333333333333333,0.6666666666666666,0.08333333333333333,216,72,9,logistic,9,M_injected,forget,M_injected:forget
0.7777777777777778,0.2361111111111111,0.5416666666666667,0.08333333333333333,216,72,10,logistic,9,M_injected,forget,M_injected:forget
